hour,wind_generation_kwh,,,average = ,0.392382769,kWh-year per kW,,,,
1,0.29174564,,,,this is the capacity factor,,,,,
2,0.349273576,,,,,,,,,
3,0.417084996,,,buy $300,,,,300 days in a year,,
4,0.487431897,,,4% interest,,,,we charge in the day and discharge at night,,
5,0.570510491,,,15 years,,,, $30.0 ,/kWh-year,
6,0.659683417,,,you need to pay ,($26.98),,,30/300cycles,=,10cents/cycle
7,0.720899151,,,,,,,,,
8,0.795639473,,,,,,,but the battery can't be fully charged per day,,
9,0.810004902,,,,,,,maximum 365 kWh/year per kWh capacity,,
10,0.839919592,,,,,,,,,
11,0.863602761,,,,,,,65 days so cloudy,,
12,0.86609694,,,,,,,battery will cost only 1 day,,
13,0.867907238,,,,,,,,,
14,0.856254613,,,,,,,,,
15,0.791445673,,,,,,,,,
16,0.725987505,,,,,,,,,
17,0.673870945,,,,,,,,,
18,0.616436688,,,,,,,,,
19,0.568029386,,,,,,,,,
20,0.548598679,,,,,,,,,
21,0.498738186,,,,,,,,,
22,0.432204766,,,,,,,,,
23,0.371506764,,,,,,,,,
24,0.389829825,,,,,,,,,
25,0.417036372,,,,,,,,,
26,0.449124186,,,,,,,,,
27,0.488990831,,,,,,,,,
28,0.536357001,,,,,,,,,
29,0.671424458,,,,,,,,,
30,0.772056756,,,,,,,,,
31,0.835158867,,,,,,,,,
32,0.840319414,,,,,,,,,
33,0.856220539,,,,,,,,,
34,0.870724545,,,,,,,,,
35,0.864291301,,,,,,,,,
36,0.855724069,,,,,,,,,
37,0.846283978,,,,,,,,,
38,0.826878083,,,,,,,,,
39,0.807584955,,,,,,,,,
40,0.792073062,,,,,,,,,
41,0.772104173,,,,,,,,,
42,0.753302114,,,,,,,,,
43,0.72919715,,,,,,,,,
44,0.685808471,,,,,,,,,
45,0.633432251,,,,,,,,,
46,0.658957259,,,,,,,,,
47,0.692568043,,,,,,,,,
48,0.682830314,,,,,,,,,
49,0.652830595,,,,,,,,,
50,0.607019472,,,,,,,,,
51,0.547960612,,,,,,,,,
52,0.481757841,,,,,,,,,
53,0.433014248,,,,,,,,,
54,0.393846193,,,,,,,,,
55,0.374366282,,,,,,,,,
56,0.367342961,,,,,,,,,
57,0.364546953,,,,,,,,,
58,0.365290539,,,,,,,,,
59,0.363749603,,,,,,,,,
60,0.380509826,,,,,,,,,
61,0.419424085,,,,,,,,,
62,0.462886562,,,,,,,,,
63,0.518497728,,,,,,,,,
64,0.528482683,,,,,,,,,
65,0.558166418,,,,,,,,,
66,0.613827681,,,,,,,,,
67,0.65717956,,,,,,,,,
68,0.703855736,,,,,,,,,
69,0.739323584,,,,,,,,,
70,0.804076215,,,,,,,,,
71,0.850898789,,,,,,,,,
72,0.86130977,,,,,,,,,
73,0.869309356,,,,,,,,,
74,0.866391798,,,,,,,,,
75,0.853625811,,,,,,,,,
76,0.823137254,,,,,,,,,
77,0.783608094,,,,,,,,,
78,0.756980411,,,,,,,,,
79,0.730489475,,,,,,,,,
80,0.709859252,,,,,,,,,
81,0.688625292,,,,,,,,,
82,0.669432676,,,,,,,,,
83,0.666509573,,,,,,,,,
84,0.651001069,,,,,,,,,
85,0.657486937,,,,,,,,,
86,0.663112396,,,,,,,,,
87,0.60299134,,,,,,,,,
88,0.505256825,,,,,,,,,
89,0.443487798,,,,,,,,,
90,0.445717774,,,,,,,,,
91,0.433022635,,,,,,,,,
92,0.461822297,,,,,,,,,
93,0.541485232,,,,,,,,,
94,0.636021947,,,,,,,,,
95,0.681540035,,,,,,,,,
96,0.681800683,,,,,,,,,
97,0.686332759,,,,,,,,,
98,0.683494601,,,,,,,,,
99,0.6661955,,,,,,,,,
100,0.629163548,,,,,,,,,
101,0.633026032,,,,,,,,,
102,0.638655053,,,,,,,,,
103,0.652544382,,,,,,,,,
104,0.660253352,,,,,,,,,
105,0.685667078,,,,,,,,,
106,0.746370677,,,,,,,,,
107,0.791493936,,,,,,,,,
108,0.820220025,,,,,,,,,
109,0.833168539,,,,,,,,,
110,0.832016847,,,,,,,,,
111,0.835946835,,,,,,,,,
112,0.82898604,,,,,,,,,
113,0.795375614,,,,,,,,,
114,0.743914924,,,,,,,,,
115,0.704437998,,,,,,,,,
116,0.688723446,,,,,,,,,
117,0.676493763,,,,,,,,,
118,0.660966089,,,,,,,,,
119,0.651922392,,,,,,,,,
120,0.635688599,,,,,,,,,
121,0.631202538,,,,,,,,,
122,0.614945983,,,,,,,,,
123,0.597125033,,,,,,,,,
124,0.620995637,,,,,,,,,
125,0.652633406,,,,,,,,,
126,0.679194672,,,,,,,,,
127,0.705667843,,,,,,,,,
128,0.725595892,,,,,,,,,
129,0.741066119,,,,,,,,,
130,0.760657072,,,,,,,,,
131,0.786633564,,,,,,,,,
132,0.820396954,,,,,,,,,
133,0.847297083,,,,,,,,,
134,0.86786652,,,,,,,,,
135,0.89150647,,,,,,,,,
136,0.895872561,,,,,,,,,
137,0.892291587,,,,,,,,,
138,0.895962939,,,,,,,,,
139,0.890322609,,,,,,,,,
140,0.879968601,,,,,,,,,
141,0.884288936,,,,,,,,,
142,0.886113367,,,,,,,,,
143,0.890189711,,,,,,,,,
144,0.906224536,,,,,,,,,
145,0.896463199,,,,,,,,,
146,0.888001549,,,,,,,,,
147,0.861164689,,,,,,,,,
148,0.833509945,,,,,,,,,
149,0.785842051,,,,,,,,,
150,0.755683189,,,,,,,,,
151,0.720781126,,,,,,,,,
152,0.690998629,,,,,,,,,
153,0.651250146,,,,,,,,,
154,0.614579219,,,,,,,,,
155,0.580347874,,,,,,,,,
156,0.510638556,,,,,,,,,
157,0.418962013,,,,,,,,,
158,0.277145208,,,,,,,,,
159,0.146299629,,,,,,,,,
160,0.080445893,,,,,,,,,
161,0.037126098,,,,,,,,,
162,0.018145657,,,,,,,,,
163,0.009101809,,,,,,,,,
164,0.014607404,,,,,,,,,
165,0.02704474,,,,,,,,,
166,0.068410134,,,,,,,,,
167,0.1214388,,,,,,,,,
168,0.189529402,,,,,,,,,
169,0.306439382,,,,,,,,,
170,0.464051406,,,,,,,,,
171,0.545555695,,,,,,,,,
172,0.634692751,,,,,,,,,
173,0.722104071,,,,,,,,,
174,0.805568307,,,,,,,,,
175,0.858227664,,,,,,,,,
176,0.872261176,,,,,,,,,
177,0.864061613,,,,,,,,,
178,0.863361999,,,,,,,,,
179,0.860774623,,,,,,,,,
180,0.844575475,,,,,,,,,
181,0.814013127,,,,,,,,,
182,0.757898736,,,,,,,,,
183,0.70798013,,,,,,,,,
184,0.631321926,,,,,,,,,
185,0.669747912,,,,,,,,,
186,0.778042523,,,,,,,,,
187,0.816629148,,,,,,,,,
188,0.86896276,,,,,,,,,
189,0.874404571,,,,,,,,,
190,0.88628914,,,,,,,,,
191,0.917159853,,,,,,,,,
192,0.938251976,,,,,,,,,
193,0.943267356,,,,,,,,,
194,0.950173127,,,,,,,,,
195,0.950898524,,,,,,,,,
196,0.944173329,,,,,,,,,
197,0.931049953,,,,,,,,,
198,0.919126631,,,,,,,,,
199,0.892755164,,,,,,,,,
200,0.867203303,,,,,,,,,
201,0.842198674,,,,,,,,,
202,0.819559014,,,,,,,,,
203,0.795592251,,,,,,,,,
204,0.760811499,,,,,,,,,
205,0.730540803,,,,,,,,,
206,0.672812845,,,,,,,,,
207,0.623675978,,,,,,,,,
208,0.596591276,,,,,,,,,
209,0.580181252,,,,,,,,,
210,0.570665325,,,,,,,,,
211,0.569468387,,,,,,,,,
212,0.541506021,,,,,,,,,
213,0.481272203,,,,,,,,,
214,0.483406414,,,,,,,,,
215,0.537840021,,,,,,,,,
216,0.577890698,,,,,,,,,
217,0.593612363,,,,,,,,,
218,0.631826035,,,,,,,,,
219,0.667057719,,,,,,,,,
220,0.695332278,,,,,,,,,
221,0.667508193,,,,,,,,,
222,0.650288788,,,,,,,,,
223,0.624761553,,,,,,,,,
224,0.613784777,,,,,,,,,
225,0.621367138,,,,,,,,,
226,0.632196393,,,,,,,,,
227,0.630090104,,,,,,,,,
228,0.648926623,,,,,,,,,
229,0.67156647,,,,,,,,,
230,0.681928447,,,,,,,,,
231,0.692089595,,,,,,,,,
232,0.741715124,,,,,,,,,
233,0.789277841,,,,,,,,,
234,0.824346532,,,,,,,,,
235,0.870376639,,,,,,,,,
236,0.880413843,,,,,,,,,
237,0.860206795,,,,,,,,,
238,0.812236189,,,,,,,,,
239,0.796101826,,,,,,,,,
240,0.774762072,,,,,,,,,
241,0.745397854,,,,,,,,,
242,0.706055717,,,,,,,,,
243,0.676159002,,,,,,,,,
244,0.634776079,,,,,,,,,
245,0.583877359,,,,,,,,,
246,0.535212852,,,,,,,,,
247,0.506138772,,,,,,,,,
248,0.497046969,,,,,,,,,
249,0.45151997,,,,,,,,,
250,0.378042628,,,,,,,,,
251,0.333043473,,,,,,,,,
252,0.273891094,,,,,,,,,
253,0.206910397,,,,,,,,,
254,0.151547817,,,,,,,,,
255,0.135907766,,,,,,,,,
256,0.121280894,,,,,,,,,
257,0.132856262,,,,,,,,,
258,0.166535319,,,,,,,,,
259,0.212613124,,,,,,,,,
260,0.292887475,,,,,,,,,
261,0.40046983,,,,,,,,,
262,0.53364925,,,,,,,,,
263,0.642794429,,,,,,,,,
264,0.714363631,,,,,,,,,
265,0.766164156,,,,,,,,,
266,0.791177337,,,,,,,,,
267,0.807203494,,,,,,,,,
268,0.829263471,,,,,,,,,
269,0.847236693,,,,,,,,,
270,0.858094287,,,,,,,,,
271,0.8652594,,,,,,,,,
272,0.8634895,,,,,,,,,
273,0.866760004,,,,,,,,,
274,0.871580105,,,,,,,,,
275,0.86185476,,,,,,,,,
276,0.866131032,,,,,,,,,
277,0.865680586,,,,,,,,,
278,0.851071164,,,,,,,,,
279,0.825048464,,,,,,,,,
280,0.760937615,,,,,,,,,
281,0.681278137,,,,,,,,,
282,0.586519725,,,,,,,,,
283,0.524628768,,,,,,,,,
284,0.5009281,,,,,,,,,
285,0.514531175,,,,,,,,,
286,0.584283539,,,,,,,,,
287,0.657699993,,,,,,,,,
288,0.70692474,,,,,,,,,
289,0.715819251,,,,,,,,,
290,0.708771829,,,,,,,,,
291,0.686621479,,,,,,,,,
292,0.655161391,,,,,,,,,
293,0.632157078,,,,,,,,,
294,0.600029325,,,,,,,,,
295,0.58412231,,,,,,,,,
296,0.575627479,,,,,,,,,
297,0.552611501,,,,,,,,,
298,0.547214933,,,,,,,,,
299,0.533706218,,,,,,,,,
300,0.515951977,,,,,,,,,
301,0.494410485,,,,,,,,,
302,0.479949051,,,,,,,,,
303,0.441657149,,,,,,,,,
304,0.391213147,,,,,,,,,
305,0.369204273,,,,,,,,,
306,0.347029403,,,,,,,,,
307,0.286361174,,,,,,,,,
308,0.201882069,,,,,,,,,
309,0.12409896,,,,,,,,,
310,0.117246668,,,,,,,,,
311,0.138480625,,,,,,,,,
312,0.194425278,,,,,,,,,
313,0.253860529,,,,,,,,,
314,0.255284106,,,,,,,,,
315,0.236511238,,,,,,,,,
316,0.233910834,,,,,,,,,
317,0.258356173,,,,,,,,,
318,0.292991402,,,,,,,,,
319,0.297761067,,,,,,,,,
320,0.284856532,,,,,,,,,
321,0.235953663,,,,,,,,,
322,0.189257979,,,,,,,,,
323,0.159133443,,,,,,,,,
324,0.146224434,,,,,,,,,
325,0.12892937,,,,,,,,,
326,0.109561182,,,,,,,,,
327,0.087198939,,,,,,,,,
328,0.060120177,,,,,,,,,
329,0.035805962,,,,,,,,,
330,0.021198247,,,,,,,,,
331,0.014047427,,,,,,,,,
332,0.015859228,,,,,,,,,
333,0.019085669,,,,,,,,,
334,0.022530833,,,,,,,,,
335,0.033858212,,,,,,,,,
336,0.043057669,,,,,,,,,
337,0.036459537,,,,,,,,,
338,0.038275101,,,,,,,,,
339,0.042997247,,,,,,,,,
340,0.069854392,,,,,,,,,
341,0.12705185,,,,,,,,,
342,0.166477398,,,,,,,,,
343,0.198472056,,,,,,,,,
344,0.242871787,,,,,,,,,
345,0.288157821,,,,,,,,,
346,0.345487,,,,,,,,,
347,0.383709178,,,,,,,,,
348,0.369507096,,,,,,,,,
349,0.335924509,,,,,,,,,
350,0.315565343,,,,,,,,,
351,0.301771692,,,,,,,,,
352,0.268335224,,,,,,,,,
353,0.264355585,,,,,,,,,
354,0.300223823,,,,,,,,,
355,0.347522417,,,,,,,,,
356,0.397194652,,,,,,,,,
357,0.420376173,,,,,,,,,
358,0.520506151,,,,,,,,,
359,0.599227295,,,,,,,,,
360,0.61600376,,,,,,,,,
361,0.623121887,,,,,,,,,
362,0.619868419,,,,,,,,,
363,0.626202948,,,,,,,,,
364,0.639980006,,,,,,,,,
365,0.664419548,,,,,,,,,
366,0.662662426,,,,,,,,,
367,0.632703672,,,,,,,,,
368,0.612269491,,,,,,,,,
369,0.615884873,,,,,,,,,
370,0.606099544,,,,,,,,,
371,0.5895952,,,,,,,,,
372,0.570662953,,,,,,,,,
373,0.606886999,,,,,,,,,
374,0.614542159,,,,,,,,,
375,0.593153167,,,,,,,,,
376,0.594103291,,,,,,,,,
377,0.608851103,,,,,,,,,
378,0.636537973,,,,,,,,,
379,0.657886962,,,,,,,,,
380,0.693084485,,,,,,,,,
381,0.716549253,,,,,,,,,
382,0.752446191,,,,,,,,,
383,0.796478864,,,,,,,,,
384,0.819080714,,,,,,,,,
385,0.797496735,,,,,,,,,
386,0.775296937,,,,,,,,,
387,0.756832255,,,,,,,,,
388,0.740071639,,,,,,,,,
389,0.719654261,,,,,,,,,
390,0.703901255,,,,,,,,,
391,0.678642536,,,,,,,,,
392,0.659437742,,,,,,,,,
393,0.643143334,,,,,,,,,
394,0.609870099,,,,,,,,,
395,0.563810493,,,,,,,,,
396,0.515553808,,,,,,,,,
397,0.469425073,,,,,,,,,
398,0.417710708,,,,,,,,,
399,0.362643474,,,,,,,,,
400,0.315731949,,,,,,,,,
401,0.293354301,,,,,,,,,
402,0.264833873,,,,,,,,,
403,0.255652677,,,,,,,,,
404,0.240459421,,,,,,,,,
405,0.200711143,,,,,,,,,
406,0.17264951,,,,,,,,,
407,0.175360518,,,,,,,,,
408,0.174987158,,,,,,,,,
409,0.174176009,,,,,,,,,
410,0.161589102,,,,,,,,,
411,0.155451426,,,,,,,,,
412,0.174917381,,,,,,,,,
413,0.183793643,,,,,,,,,
414,0.192456196,,,,,,,,,
415,0.209453762,,,,,,,,,
416,0.230737044,,,,,,,,,
417,0.253368952,,,,,,,,,
418,0.271504825,,,,,,,,,
419,0.290392159,,,,,,,,,
420,0.31616728,,,,,,,,,
421,0.339705447,,,,,,,,,
422,0.35173931,,,,,,,,,
423,0.339942577,,,,,,,,,
424,0.322332058,,,,,,,,,
425,0.321913291,,,,,,,,,
426,0.340219376,,,,,,,,,
427,0.370906925,,,,,,,,,
428,0.410773102,,,,,,,,,
429,0.437454991,,,,,,,,,
430,0.51093732,,,,,,,,,
431,0.533853178,,,,,,,,,
432,0.517200718,,,,,,,,,
433,0.458099902,,,,,,,,,
434,0.376268415,,,,,,,,,
435,0.307171166,,,,,,,,,
436,0.281651421,,,,,,,,,
437,0.282136898,,,,,,,,,
438,0.280325865,,,,,,,,,
439,0.265002493,,,,,,,,,
440,0.261595125,,,,,,,,,
441,0.288435665,,,,,,,,,
442,0.310329865,,,,,,,,,
443,0.355867399,,,,,,,,,
444,0.401818969,,,,,,,,,
445,0.434398678,,,,,,,,,
446,0.487617139,,,,,,,,,
447,0.543376515,,,,,,,,,
448,0.671988825,,,,,,,,,
449,0.783076762,,,,,,,,,
450,0.838400387,,,,,,,,,
451,0.870952482,,,,,,,,,
452,0.891371255,,,,,,,,,
453,0.894644071,,,,,,,,,
454,0.921644247,,,,,,,,,
455,0.940457502,,,,,,,,,
456,0.944811228,,,,,,,,,
457,0.94670557,,,,,,,,,
458,0.948159677,,,,,,,,,
459,0.95062171,,,,,,,,,
460,0.948598636,,,,,,,,,
461,0.943244392,,,,,,,,,
462,0.935583563,,,,,,,,,
463,0.92766132,,,,,,,,,
464,0.914062701,,,,,,,,,
465,0.901946644,,,,,,,,,
466,0.895704288,,,,,,,,,
467,0.89064507,,,,,,,,,
468,0.890286983,,,,,,,,,
469,0.883299836,,,,,,,,,
470,0.868286823,,,,,,,,,
471,0.853158626,,,,,,,,,
472,0.858757447,,,,,,,,,
473,0.871389394,,,,,,,,,
474,0.881938481,,,,,,,,,
475,0.885041915,,,,,,,,,
476,0.879112251,,,,,,,,,
477,0.865861051,,,,,,,,,
478,0.856138784,,,,,,,,,
479,0.86687323,,,,,,,,,
480,0.857971822,,,,,,,,,
481,0.836358237,,,,,,,,,
482,0.807044549,,,,,,,,,
483,0.76340376,,,,,,,,,
484,0.740006741,,,,,,,,,
485,0.722370885,,,,,,,,,
486,0.693319048,,,,,,,,,
487,0.641852691,,,,,,,,,
488,0.602828933,,,,,,,,,
489,0.572069629,,,,,,,,,
490,0.512949743,,,,,,,,,
491,0.446967927,,,,,,,,,
492,0.401929807,,,,,,,,,
493,0.363485688,,,,,,,,,
494,0.296512983,,,,,,,,,
495,0.243068987,,,,,,,,,
496,0.198532453,,,,,,,,,
497,0.161333176,,,,,,,,,
498,0.117329648,,,,,,,,,
499,0.088513634,,,,,,,,,
500,0.068465501,,,,,,,,,
501,0.057215794,,,,,,,,,
502,0.046549079,,,,,,,,,
503,0.042911286,,,,,,,,,
504,0.039324643,,,,,,,,,
505,0.041399695,,,,,,,,,
506,0.036138675,,,,,,,,,
507,0.028172215,,,,,,,,,
508,0.028710565,,,,,,,,,
509,0.031564166,,,,,,,,,
510,0.033782332,,,,,,,,,
511,0.035206561,,,,,,,,,
512,0.034356074,,,,,,,,,
513,0.029678506,,,,,,,,,
514,0.025950237,,,,,,,,,
515,0.027171473,,,,,,,,,
516,0.036219971,,,,,,,,,
517,0.053292631,,,,,,,,,
518,0.057947221,,,,,,,,,
519,0.046913002,,,,,,,,,
520,0.045344179,,,,,,,,,
521,0.045120364,,,,,,,,,
522,0.039341203,,,,,,,,,
523,0.033619212,,,,,,,,,
524,0.028568612,,,,,,,,,
525,0.025991059,,,,,,,,,
526,0.026034925,,,,,,,,,
527,0.029151637,,,,,,,,,
528,0.038346682,,,,,,,,,
529,0.048771746,,,,,,,,,
530,0.04848663,,,,,,,,,
531,0.04780023,,,,,,,,,
532,0.054688969,,,,,,,,,
533,0.061527507,,,,,,,,,
534,0.072761927,,,,,,,,,
535,0.096230085,,,,,,,,,
536,0.133290226,,,,,,,,,
537,0.188656272,,,,,,,,,
538,0.261808195,,,,,,,,,
539,0.314753357,,,,,,,,,
540,0.382086325,,,,,,,,,
541,0.385887417,,,,,,,,,
542,0.321254042,,,,,,,,,
543,0.252303453,,,,,,,,,
544,0.223887713,,,,,,,,,
545,0.215569785,,,,,,,,,
546,0.230755388,,,,,,,,,
547,0.249426676,,,,,,,,,
548,0.249216121,,,,,,,,,
549,0.247972828,,,,,,,,,
550,0.288503835,,,,,,,,,
551,0.348944669,,,,,,,,,
552,0.411149813,,,,,,,,,
553,0.468814098,,,,,,,,,
554,0.502186208,,,,,,,,,
555,0.512123747,,,,,,,,,
556,0.548496026,,,,,,,,,
557,0.596588029,,,,,,,,,
558,0.586813261,,,,,,,,,
559,0.57666091,,,,,,,,,
560,0.545563086,,,,,,,,,
561,0.510456626,,,,,,,,,
562,0.482674097,,,,,,,,,
563,0.422913464,,,,,,,,,
564,0.358711434,,,,,,,,,
565,0.321643669,,,,,,,,,
566,0.269373466,,,,,,,,,
567,0.206814135,,,,,,,,,
568,0.17821007,,,,,,,,,
569,0.163530129,,,,,,,,,
570,0.151232829,,,,,,,,,
571,0.143494742,,,,,,,,,
572,0.135502676,,,,,,,,,
573,0.133181791,,,,,,,,,
574,0.173542295,,,,,,,,,
575,0.207108817,,,,,,,,,
576,0.217415822,,,,,,,,,
577,0.220564809,,,,,,,,,
578,0.24994574,,,,,,,,,
579,0.250191806,,,,,,,,,
580,0.233670755,,,,,,,,,
581,0.191821605,,,,,,,,,
582,0.149655006,,,,,,,,,
583,0.128789138,,,,,,,,,
584,0.116382283,,,,,,,,,
585,0.105075783,,,,,,,,,
586,0.113809879,,,,,,,,,
587,0.128113578,,,,,,,,,
588,0.134065063,,,,,,,,,
589,0.139828135,,,,,,,,,
590,0.119599405,,,,,,,,,
591,0.089833509,,,,,,,,,
592,0.096382467,,,,,,,,,
593,0.14030082,,,,,,,,,
594,0.206747102,,,,,,,,,
595,0.291905297,,,,,,,,,
596,0.389902643,,,,,,,,,
597,0.472624313,,,,,,,,,
598,0.608693381,,,,,,,,,
599,0.721228359,,,,,,,,,
600,0.756049662,,,,,,,,,
601,0.762520427,,,,,,,,,
602,0.753356603,,,,,,,,,
603,0.741310823,,,,,,,,,
604,0.737843495,,,,,,,,,
605,0.734705778,,,,,,,,,
606,0.720005611,,,,,,,,,
607,0.70875529,,,,,,,,,
608,0.699874774,,,,,,,,,
609,0.695597891,,,,,,,,,
610,0.7013844,,,,,,,,,
611,0.705255348,,,,,,,,,
612,0.70842269,,,,,,,,,
613,0.709005694,,,,,,,,,
614,0.668909255,,,,,,,,,
615,0.652700376,,,,,,,,,
616,0.669398127,,,,,,,,,
617,0.703802008,,,,,,,,,
618,0.73804974,,,,,,,,,
619,0.751544356,,,,,,,,,
620,0.736386056,,,,,,,,,
621,0.708526323,,,,,,,,,
622,0.671781419,,,,,,,,,
623,0.650215804,,,,,,,,,
624,0.614780039,,,,,,,,,
625,0.567503829,,,,,,,,,
626,0.505125361,,,,,,,,,
627,0.439621975,,,,,,,,,
628,0.375870691,,,,,,,,,
629,0.288806634,,,,,,,,,
630,0.205979622,,,,,,,,,
631,0.15111949,,,,,,,,,
632,0.121465025,,,,,,,,,
633,0.10901975,,,,,,,,,
634,0.112552618,,,,,,,,,
635,0.127239984,,,,,,,,,
636,0.163106247,,,,,,,,,
637,0.201944887,,,,,,,,,
638,0.225139811,,,,,,,,,
639,0.219256924,,,,,,,,,
640,0.202163004,,,,,,,,,
641,0.18943155,,,,,,,,,
642,0.16505624,,,,,,,,,
643,0.139437165,,,,,,,,,
644,0.127779688,,,,,,,,,
645,0.132763536,,,,,,,,,
646,0.188718355,,,,,,,,,
647,0.278799056,,,,,,,,,
648,0.358918921,,,,,,,,,
649,0.381484491,,,,,,,,,
650,0.377657056,,,,,,,,,
651,0.354566423,,,,,,,,,
652,0.319075295,,,,,,,,,
653,0.286946607,,,,,,,,,
654,0.266363066,,,,,,,,,
655,0.261389812,,,,,,,,,
656,0.257170731,,,,,,,,,
657,0.227673687,,,,,,,,,
658,0.216835017,,,,,,,,,
659,0.184190123,,,,,,,,,
660,0.161255397,,,,,,,,,
661,0.14808009,,,,,,,,,
662,0.102362333,,,,,,,,,
663,0.062539384,,,,,,,,,
664,0.039570667,,,,,,,,,
665,0.030840623,,,,,,,,,
666,0.023707684,,,,,,,,,
667,0.017151375,,,,,,,,,
668,0.014569547,,,,,,,,,
669,0.021032152,,,,,,,,,
670,0.047890451,,,,,,,,,
671,0.086441765,,,,,,,,,
672,0.115364522,,,,,,,,,
673,0.139095448,,,,,,,,,
674,0.172597514,,,,,,,,,
675,0.19286689,,,,,,,,,
676,0.23035527,,,,,,,,,
677,0.284624153,,,,,,,,,
678,0.399578499,,,,,,,,,
679,0.488251741,,,,,,,,,
680,0.545812551,,,,,,,,,
681,0.589210332,,,,,,,,,
682,0.637557344,,,,,,,,,
683,0.669209291,,,,,,,,,
684,0.695506561,,,,,,,,,
685,0.709876931,,,,,,,,,
686,0.664874452,,,,,,,,,
687,0.619837581,,,,,,,,,
688,0.63312779,,,,,,,,,
689,0.662768503,,,,,,,,,
690,0.670469632,,,,,,,,,
691,0.682433877,,,,,,,,,
692,0.684507277,,,,,,,,,
693,0.671235985,,,,,,,,,
694,0.668342794,,,,,,,,,
695,0.73563041,,,,,,,,,
696,0.760171828,,,,,,,,,
697,0.746119889,,,,,,,,,
698,0.70320863,,,,,,,,,
699,0.684050601,,,,,,,,,
700,0.670174975,,,,,,,,,
701,0.63612148,,,,,,,,,
702,0.591758156,,,,,,,,,
703,0.559263593,,,,,,,,,
704,0.536730592,,,,,,,,,
705,0.520197144,,,,,,,,,
706,0.49557517,,,,,,,,,
707,0.464788439,,,,,,,,,
708,0.425863434,,,,,,,,,
709,0.39573052,,,,,,,,,
710,0.34582939,,,,,,,,,
711,0.295177999,,,,,,,,,
712,0.272265515,,,,,,,,,
713,0.263771619,,,,,,,,,
714,0.258546942,,,,,,,,,
715,0.235071961,,,,,,,,,
716,0.219471855,,,,,,,,,
717,0.194062676,,,,,,,,,
718,0.19728664,,,,,,,,,
719,0.23517366,,,,,,,,,
720,0.278286327,,,,,,,,,
721,0.296414791,,,,,,,,,
722,0.307963282,,,,,,,,,
723,0.277248616,,,,,,,,,
724,0.292180112,,,,,,,,,
725,0.298775412,,,,,,,,,
726,0.286810904,,,,,,,,,
727,0.302220459,,,,,,,,,
728,0.336755824,,,,,,,,,
729,0.386055426,,,,,,,,,
730,0.475637806,,,,,,,,,
731,0.555037112,,,,,,,,,
732,0.613533009,,,,,,,,,
733,0.653623256,,,,,,,,,
734,0.624572863,,,,,,,,,
735,0.553069053,,,,,,,,,
736,0.54132134,,,,,,,,,
737,0.560673366,,,,,,,,,
738,0.598024734,,,,,,,,,
739,0.629398068,,,,,,,,,
740,0.644784619,,,,,,,,,
741,0.619382804,,,,,,,,,
742,0.630387614,,,,,,,,,
743,0.682343005,,,,,,,,,
744,0.700766066,,,,,,,,,
745,0.620921901,,,,,,,,,
746,0.591534839,,,,,,,,,
747,0.555412881,,,,,,,,,
748,0.478388137,,,,,,,,,
749,0.395794161,,,,,,,,,
750,0.332971184,,,,,,,,,
751,0.311863741,,,,,,,,,
752,0.291353323,,,,,,,,,
753,0.276080806,,,,,,,,,
754,0.265534213,,,,,,,,,
755,0.285092244,,,,,,,,,
756,0.329859613,,,,,,,,,
757,0.405471437,,,,,,,,,
758,0.438172169,,,,,,,,,
759,0.44266708,,,,,,,,,
760,0.47803836,,,,,,,,,
761,0.513098408,,,,,,,,,
762,0.423462706,,,,,,,,,
763,0.358163007,,,,,,,,,
764,0.314049725,,,,,,,,,
765,0.267402058,,,,,,,,,
766,0.215338549,,,,,,,,,
767,0.20851688,,,,,,,,,
768,0.20229634,,,,,,,,,
769,0.21029677,,,,,,,,,
770,0.18662934,,,,,,,,,
771,0.146785354,,,,,,,,,
772,0.116131055,,,,,,,,,
773,0.094770229,,,,,,,,,
774,0.076219062,,,,,,,,,
775,0.065200527,,,,,,,,,
776,0.075948447,,,,,,,,,
777,0.101471844,,,,,,,,,
778,0.133618328,,,,,,,,,
779,0.144737798,,,,,,,,,
780,0.163862494,,,,,,,,,
781,0.184122446,,,,,,,,,
782,0.15873772,,,,,,,,,
783,0.123063778,,,,,,,,,
784,0.095360421,,,,,,,,,
785,0.075773104,,,,,,,,,
786,0.066303109,,,,,,,,,
787,0.065451323,,,,,,,,,
788,0.069901877,,,,,,,,,
789,0.077738457,,,,,,,,,
790,0.104248783,,,,,,,,,
791,0.126649375,,,,,,,,,
792,0.165962562,,,,,,,,,
793,0.258430562,,,,,,,,,
794,0.381063324,,,,,,,,,
795,0.511234915,,,,,,,,,
796,0.621636039,,,,,,,,,
797,0.726744958,,,,,,,,,
798,0.800459786,,,,,,,,,
799,0.86251816,,,,,,,,,
800,0.880256049,,,,,,,,,
801,0.880206364,,,,,,,,,
802,0.8626701,,,,,,,,,
803,0.840826242,,,,,,,,,
804,0.823384054,,,,,,,,,
805,0.793818574,,,,,,,,,
806,0.791800825,,,,,,,,,
807,0.758798662,,,,,,,,,
808,0.729726154,,,,,,,,,
809,0.73493444,,,,,,,,,
810,0.7478755,,,,,,,,,
811,0.772525278,,,,,,,,,
812,0.789945435,,,,,,,,,
813,0.794858689,,,,,,,,,
814,0.723922017,,,,,,,,,
